"","x"
"1",1
"2",0.847069320802517
"3",0.732909169554714
"4",0.644236578673595
"5",0.573294387565324
"6",0.515221347538737
"7",0.469992561313311
"8",0.433398156951166
"9",0.402963517707246
"10",0.378168832012981
"11",0.357369037373928
"12",0.340063218681225
"13",0.324906936132298
"14",0.311777843895277
"15",0.300455138900777
"16",0.290687586177381
"17",0.282233434928832
"18",0.274878471860906
"19",0.268441032454749
"20",0.262824621316473
"21",0.257710202850252
"22",0.252978516922361
"23",0.248544600230392
"24",0.2443450913331
"25",0.240245814857376
"26",0.236378507230156
"27",0.232672367272944
"28",0.229070840922526
"29",0.225591246611522
"30",0.222185608291856
"31",0.218891977328748
"32",0.21566651451034
"33",0.212525914055257
"34",0.209466844215717
"35",0.206469092261831
"36",0.203531054383556
"37",0.200651178934753
"38",0.197827964397325
"39",0.195059957438167
"40",0.192345751054091
"41",0.189683982800167
"42",0.187073333097186
"43",0.184512523614211
"44",0.182000315722393
"45",0.179535509016466
"46",0.177116939900536
"47",0.174743480234959
"48",0.172414036041285
"49",0.170127546262441
"50",0.167871379046821
"51",0.165656580928303
"52",0.163482166425364
"53",0.161347179172186
"54",0.159250690888063
"55",0.157191800389384
"56",0.155169632642182
"57",0.153183337853338
"58",0.151232090598639
"59",0.149315088985983
"60",0.14743155385211
"61",0.145580727991317
"62",0.143761875414713
"63",0.141965747169421
"64",0.140192059342801
"65",0.138440531569357
"66",0.136719104589368
"67",0.135027108490538
"68",0.133363891815499
"69",0.131721162061487
"70",0.130106231430175
"71",0.1285184911643
"72",0.126957348999862
"73",0.125422228631561
"74",0.123912569198428
"75",0.122427824788788
"76",0.120967463963732
"77",0.119530969298281
"78",0.118117836939526
"79",0.116721411071775
"80",0.115347586409065
"81",0.113995890632004
"82",0.112665863616512
"83",0.111357057057443
"84",0.110063454523393
"85",0.108784879393624
"86",0.10752660780171
"87",0.106282890138686
"88",0.105053558065024
"89",0.103838445188313
"90",0.102637387040735
"91",0.101455312234355
"92",0.100286851383748
"93",0.0991318476969828
"94",0.0979901461879017
"95",0.0968615936553212
"96",0.0957460386624766
"97",0.0946433315167
"98",0.0935533242493345
"99",0.0924758705958779
"100",0.0914108259763563
"101",0.0903580474759235
"102",0.0893173938256836
"103",0.0882887253837347
"104",0.0872719041164304
"105",0.0862667935798581
"106",0.0852732589015298
"107",0.0842911667622837
"108",0.0833203853783951
"109",0.0823607844838924
"110",0.081412235313077
"111",0.0804746105832452
"112",0.0795477844776081
"113",0.0786316326284087
"114",0.0777260321002335
"115",0.0768308613735163
"116",0.0759460003282317
"117",0.0750713302277766
"118",0.0742067337030374
"119",0.0733520947366408
"120",0.0725072986473853
"121",0.0716722320748529
"122",0.0708467829641978
"123",0.0700308405511096
"124",0.0692242953469506
"125",0.0684270391240637
"126",0.0676389649012499
"127",0.0668599669294125
"128",0.0660899406773673
"129",0.0653287828178157
"130",0.0645763912134796
"131",0.063832664903396
"132",0.0630975040893694
"133",0.0623708101225799
"134",0.0616524854903464
"135",0.0609424338030411
"136",0.0602405597811558
"137",0.0595467692425161
"138",0.0588609690896439
"139",0.058183067297265
"140",0.0575129728999598
"141",0.0568505959799579
"142",0.0561958476550716
"143",0.0555486400667696
"144",0.0549088863683871
"145",0.0542765007134725
"146",0.0536513982442677
"147",0.0530334950803215
"148",0.0524227083072339
"149",0.05181895596553
"150",0.0512221570396622
"151",0.0506322314471389
"152",0.0500491000277786
"153",0.0494726845330878
"154",0.0489029076157608
"155",0.0483396928193007
"156",0.0477829645677602
"157",0.0472326481556004
"158",0.0466886697376657
"159",0.0461509563192754
"160",0.0456194357464287
"161",0.0450940366961222
"162",0.0445746886667795
"163",0.0440613219687912
"164",0.0435538677151628
"165",0.0430522578122714
"166",0.0425564249507286
"167",0.042066302596348
"168",0.0415818249812175
"169",0.0411029270948741
"170",0.0406295446755802
"171",0.0401616142017008
"172",0.0396990728831795
"173",0.039241858653113
"174",0.0387899101594225
"175",0.0383431667566211
"176",0.0379015684976762
"177",0.0374650561259648
"178",0.0370335710673228
"179",0.0366070554221845
"180",0.0361854519578137
"181",0.0357687041006236
"182",0.0353567559285852
"183",0.0349495521637238
"184",0.034547038164701
"185",0.0341491599194827
"186",0.0337558640380914
"187",0.0333670977454422
"188",0.0329828088742605
"189",0.0326029458580824
"190",0.0322274577243351
"191",0.0318562940874967
"192",0.0314894051423355
"193",0.0311267416572266
"194",0.0307682549675458
"195",0.0304138969691393
"196",0.0300636201118689
"197",0.0297173773932314
"198",0.0293751223520514
"199",0.0290368090622467
"200",0.0287023921266661
"201",0.0283718266709972
"202",0.0280450683377451
"203",0.0277220732802802
"204",0.0274027981569546
"205",0.027087200125286
"206",0.026775236836209
"207",0.0264668664283927
"208",0.0261620475226228
"209",0.0258607392162495
"210",0.025562901077699
"211",0.0252684931410477
"212",0.0249774759006596
"213",0.0246898103058854
"214",0.0244054577558218
"215",0.0241243800941322
"216",0
